Date,Bywell,Reaverhill,Haydon Bridge
06/11/2011,35.364,27.259,8.343
07/11/2011,30.25,25.24,6.661
08/11/2011,15.26,9.019,6.144
09/11/2011,14.797,9.052,6.236
10/11/2011,14.004,7.941,6.052
11/11/2011,14.116,7.815,6.423
12/11/2011,50.891,34.272,20.071
13/11/2011,39.067,20.767,11.321
14/11/2011,21.885,20.968,7.301
15/11/2011,25.396,18.902,6.236
16/11/2011,22.026,17.675,5.515
17/11/2011,21.885,18.473,5.129
18/11/2011,17.186,7.627,4.921
19/11/2011,11.408,7.018,4.88
20/11/2011,10.961,6.348,4.518
21/11/2011,10.427,17.768,4.401
22/11/2011,21.465,18.711,4.921
23/11/2011,21.955,18.807,5.214
24/11/2011,80.393,42.331,38.961
25/11/2011,183.806,75.286,107.363
26/11/2011,137.925,80.192,116.606
27/11/2011,316.042,126.877,181.343
28/11/2011,129.127,59.038,37.097
29/11/2011,57.412,34.848,59.715
30/11/2011,82.198,33.954,54.183
01/12/2011,154.448,54.175,115.611
02/12/2011,93.018,37,39.197
03/12/2011,63.117,30.188,58.712
04/12/2011,102.174,27.145,66.727
05/12/2011,72.987,26.296,36.639
06/12/2011,52.317,25.793,21.094
07/12/2011,153.374,59.453,78.349
08/12/2011,647.461,202.186,490.6
09/12/2011,315.851,118.197,95.682
10/12/2011,89.919,38.942,34.5
11/12/2011,122.855,56.177,71.28
12/12/2011,140.493,64.101,66.167
13/12/2011,262.552,68.205,204.134
14/12/2011,254.08,160.901,71.511
15/12/2011,161.656,68.294,53.603
16/12/2011,73.381,40.309,25.539
17/12/2011,62.267,39.418,18.666
18/12/2011,49.808,31.767,14.617
19/12/2011,56.144,38.739,68.987
20/12/2011,173.98,59.204,99.778
21/12/2011,201.481,70.438,114.619
22/12/2011,187.632,63.843,85.703
23/12/2011,158.917,68.383,81.257
24/12/2011,107.56,57.804,72.787
25/12/2011,149.107,73.531,74.779
26/12/2011,110.795,71.704,27.775
27/12/2011,69.742,42.684,21.615
28/12/2011,107.721,56.988,62.194
29/12/2011,161.244,60.118,83.097
30/12/2011,152.972,56.744,56.923
31/12/2011,173.98,68.916,91.917
01/01/2012,155.121,66.007,71.165
02/01/2012,118.594,72.432,47.018
03/01/2012,248.45,135.113,102.595
04/01/2012,201.022,110.034,151.812
05/01/2012,384.798,162.643,204.678
06/01/2012,125.101,53.463,40.63
07/01/2012,69.614,38.942,24.972
08/01/2012,62.267,33.574,20.494
09/01/2012,63.239,30.248,30.522
10/01/2012,62.026,29.769,23.948
11/01/2012,44.066,28.123,14.546
12/01/2012,64.218,39.486,22.231
13/01/2012,59.518,33.891,18.102
14/01/2012,42.167,27.718,11.766
15/01/2012,36.363,25.627,9.399
16/01/2012,33.059,22.82,8.023
17/01/2012,29.918,23.667,7.301
18/01/2012,61.064,35.559,23.581
19/01/2012,59.992,34.4,19.403
20/01/2012,58.577,35.106,26.597
21/01/2012,200.716,60.202,158.252
22/01/2012,95.869,43.324,38.961
23/01/2012,79.842,37.464,28.475
24/01/2012,70.772,37.066,31.679
25/01/2012,85.871,48.755,31.785
26/01/2012,87.738,39.622,47.661
27/01/2012,81.363,42.897,33.074
28/01/2012,73.249,35.3,28.475
29/01/2012,46.319,27.661,15.05
30/01/2012,39.067,25.571,11.83
31/01/2012,31.426,18.568,10.337
01/02/2012,28.448,18.616,9.002
02/02/2012,26.471,17.582,8.023
03/02/2012,23.753,16.713,7.201
04/02/2012,23.17,16.94,7.201
05/02/2012,27.411,18.096,9.456
06/02/2012,29.015,18.616,10.217
07/02/2012,29.835,18.568,10.518
08/02/2012,25.854,17.582,8.023
09/02/2012,28.529,20.367,15.787
10/02/2012,46.423,22.558,20.071
11/02/2012,31.681,14.695,11.959
12/02/2012,27.569,15.601,11.894
13/02/2012,32.625,15.953,24.597
14/02/2012,41.479,14.315,24.972
15/02/2012,29.918,12.842,15.416
16/02/2012,28.127,11.673,14.833
17/02/2012,23.9,10.74,11.638
18/02/2012,152.972,46.222,97.391
19/02/2012,97.999,31.338,42.334
20/02/2012,44.573,18.616,223.155
21/02/2012,283.15,34.272,281.594
22/02/2012,300.026,204.728,85.953
23/02/2012,214.704,99.905,58.512
24/02/2012,79.842,42.542,42.211
25/02/2012,72.987,28.181,27.183
26/02/2012,34.735,15.82,14.905
27/02/2012,29.918,14.147,13.98
28/02/2012,29.588,15.08,13.84
29/02/2012,28.047,14.147,12.219
01/03/2012,23.9,12.368,9.687
02/03/2012,20.57,10.997,8.343
03/03/2012,18.969,10.449,7.606
04/03/2012,25.396,15.601,13.494
05/03/2012,31.596,22.82,13.632
06/03/2012,31.681,21.221,9.115
07/03/2012,51.986,41.418,15.196
08/03/2012,51,32.821,14.546
09/03/2012,35.004,23.454,10.885
10/03/2012,32.023,21.526,10.762
11/03/2012,24.942,11.295,9.804
12/03/2012,22.881,19.922,7.402
13/03/2012,24.642,18.616,6.376
14/03/2012,23.242,18.284,5.87
15/03/2012,22.594,18.049,5.515
16/03/2012,21.885,17.955,5.214
17/03/2012,29.424,19.531,11.959
18/03/2012,23.388,8.751,8.451
19/03/2012,12.965,18.143,5.87
20/03/2012,20.912,17.536,5.004
21/03/2012,20.843,17.122,5.088
22/03/2012,20.434,16.94,4.637
23/03/2012,14.97,6.263,4.285
24/03/2012,10.001,5.469,4.095
25/03/2012,9.722,5.363,3.909
26/03/2012,9.221,5.207,3.693
27/03/2012,8.909,5.078,3.482
28/03/2012,8.777,4.977,3.345
29/03/2012,8.516,4.876,3.178
30/03/2012,8.217,4.801,3.016
31/03/2012,8.091,4.826,2.92
01/04/2012,7.924,4.677,2.826
02/04/2012,7.882,4.702,3.211
03/04/2012,10.912,7.534,16.77
04/04/2012,24.792,10.667,16.312
05/04/2012,25.244,13.487,13.152
06/04/2012,27.096,10.02,26.21
07/04/2012,41.479,10.449,30.626
08/04/2012,26.783,9.565,14.12
09/04/2012,22.238,7.534,13.98
10/04/2012,92.423,53.542,58.912
11/04/2012,153.24,54.573,87.334
12/04/2012,67.959,39.828,36.297
13/04/2012,69.614,38.874,24.784
14/04/2012,32.108,15.339,12.285
15/04/2012,20.981,10.413,8.724
16/04/2012,15.73,8.455,6.953
17/04/2012,16.632,15.688,15.638
18/04/2012,28.207,15.296,13.084
19/04/2012,199.8,54.255,138.663
20/04/2012,98.152,30.068,43.698
21/04/2012,52.428,28.297,17.784
22/04/2012,59.637,40.171,21.094
23/04/2012,59.165,32.199,21.44
24/04/2012,39.448,23.03,13.91
25/04/2012,78.609,25.96,67.064
26/04/2012,290.429,91.261,176.209
27/04/2012,184.685,52.208,68.192
28/04/2012,63.239,21.424,24.225
29/04/2012,33.584,12.683,15.416
30/04/2012,53.876,12.251,31.045
01/05/2012,39.257,11.597,18.342
02/05/2012,27.096,8.985,11.638
03/05/2012,22.523,7.909,9.513
04/05/2012,18.969,6.988,7.918
05/05/2012,15.849,6.405,7.101
06/05/2012,14.625,5.956,6.236
07/05/2012,12.911,5.71,5.691
08/05/2012,13.616,7.078,6.613
09/05/2012,19.231,7.229,10.701
10/05/2012,627.301,165.883,420.396
11/05/2012,605.355,154.154,251.747
12/05/2012,237.708,67.851,121.64
13/05/2012,75.637,25.849,28.174
14/05/2012,65.701,20.07,44.2
15/05/2012,51,15.864,30.314
16/05/2012,35.907,13.981,16.011
17/05/2012,26.008,9.599,11.195
18/05/2012,27.569,12.407,12.35
19/05/2012,35.726,15.383,15.787
20/05/2012,34.379,13.163,14.761
21/05/2012,24.567,18.568,9.399
22/05/2012,27.096,18.473,7.606
23/05/2012,25.018,16.713,6.423
24/05/2012,22.666,16.94,5.87
25/05/2012,17.31,6.094,5.342
26/05/2012,11.509,4.951,4.839
27/05/2012,10.523,4.579,4.44
28/05/2012,9.907,15.557,4.17
29/05/2012,18.904,15.688,3.909
30/05/2012,18.709,15.688,3.764
31/05/2012,20.096,15.953,4.285
01/06/2012,19.1,14.823,5.256
02/06/2012,13.893,6.781,5.004
03/06/2012,11.01,5.311,4.17
04/06/2012,9.814,4.776,3.837
05/06/2012,18.644,15.997,3.622
06/06/2012,23.9,24.42,4.518
07/06/2012,28.691,24.692,6.806
08/06/2012,115.408,137.086,34.5
09/06/2012,274.357,154.547,106.128
10/06/2012,147.779,57.886,61.326
11/06/2012,99.998,38.133,36.639
12/06/2012,43.965,18.426,14.905
13/06/2012,27.096,11.22,9.804
14/06/2012,19.429,8.1,7.402
15/06/2012,23.753,21.17,25.444
16/06/2012,175.981,94.342,74.543
17/06/2012,196.307,124.857,63.397
18/06/2012,91.683,45.708,26.597
19/06/2012,43.764,25.793,11.894
20/06/2012,31.681,20.817,8.669
21/06/2012,44.777,33.385,49.798
22/06/2012,225.901,83.187,272.305
23/06/2012,623.839,119.816,536.849
24/06/2012,213.757,101.614,68.533
25/06/2012,212.498,93.825,55.448
26/06/2012,76.442,40.309,21.615
27/06/2012,59.637,36.276,20.239
28/06/2012,773.768,314.364,459.138
29/06/2012,625.436,232.736,143.768
30/06/2012,96.931,46.516,26.21
01/07/2012,57.18,33.827,18.182
02/07/2012,51.437,33.197,18.262
03/07/2012,54.213,34.913,17.626
04/07/2012,48.737,35.106,15.343
05/07/2012,92.127,48.003,52.163
06/07/2012,116.242,47.183,60.57
07/07/2012,326.428,182.397,152.131
08/07/2012,120.119,56.582,28.878
09/07/2012,57.644,32.571,15.861
10/07/2012,258.558,80.864,180.311
11/07/2012,312.996,169.701,183.76
12/07/2012,282.247,158.504,65.164
13/07/2012,88.752,45.781,21.878
14/07/2012,54.101,31.338,14.261
15/07/2012,48.206,29.71,14.689
16/07/2012,43.161,27.603,11.702
17/07/2012,40.699,26.861,12.024
18/07/2012,133.578,82.895,96.075
19/07/2012,291.529,84.459,199.627
20/07/2012,87.883,37.531,36.524
21/07/2012,53.317,27.546,18.423
22/07/2012,40.023,24.312,11.959
23/07/2012,34.29,25.24,9.341
24/07/2012,50.132,42.968,8.451
25/07/2012,44.777,30.128,14.05
26/07/2012,41.675,26.465,11.574
27/07/2012,32.712,23.4,8.343
28/07/2012,29.67,22.039,7.002
29/07/2012,29.424,21.577,12.882
30/07/2012,35.816,21.322,14.978
31/07/2012,35.635,21.782,11.83
01/08/2012,40.312,28.239,13.152
02/08/2012,44.777,28.882,17.234
03/08/2012,38.405,26.296,10.098
04/08/2012,160.01,56.663,119.184
05/08/2012,207.963,101.293,112.224
06/08/2012,191.497,99.162,59.012
07/08/2012,118.088,78.193,30.107
08/08/2012,52.096,33.008,13.288
09/08/2012,36.18,26.184,8.891
10/08/2012,30.835,23.988,7.002
11/08/2012,28.288,23.03,6.052
12/08/2012,26.861,22.506,5.472
13/08/2012,26.627,22.558,5.342
14/08/2012,26.471,22.454,5.172
15/08/2012,32.625,38.942,5.691
16/08/2012,69.103,60.955,12.219
17/08/2012,99.689,74.267,25.539
18/08/2012,129.304,80.672,48.679
19/08/2012,104.058,61.292,24.878
20/08/2012,124.408,75.472,45.084
21/08/2012,52.982,31.767,13.288
22/08/2012,44.167,36.014,12.35
23/08/2012,59.4,51.975,12.089
24/08/2012,39.639,28.53,13.84
25/08/2012,91.683,45.197,68.76
26/08/2012,153.374,49.437,80.769
27/08/2012,110.144,104.53,20.75
28/08/2012,160.558,122.617,28.274
29/08/2012,67.58,37.998,19.073
30/08/2012,202.094,17.168,176.209
31/08/2012,58.812,11.597,29.183
01/09/2012,27.096,8.985,12.154
02/09/2012,26.939,19.288,9.341
03/09/2012,28.61,19.047,8.451
04/09/2012,25.548,18.002,7.251
05/09/2012,24.867,17.582,7.101
06/09/2012,22.809,17.076,5.691
07/09/2012,33.059,16.668,26.306
08/09/2012,28.934,6.263,15.05
09/09/2012,17.186,19.433,8.236
10/09/2012,37.377,25.516,13.084
11/09/2012,84.59,30.852,53.989
12/09/2012,110.958,25.738,80.891
13/09/2012,90.065,23.03,44.957
14/09/2012,56.373,30.008,28.575
15/09/2012,49.808,27.088,17.943
16/09/2012,31.766,21.322,22.498
17/09/2012,47.994,20.119,30.731
18/09/2012,66.825,20.218,48.4
19/09/2012,41.283,18.378,16.847
20/09/2012,28.448,39.213,13.288
21/09/2012,345.696,201.888,143.3
22/09/2012,89.48,43.395,27.38
23/09/2012,41.088,24.583,12.548
24/09/2012,343.308,113.175,197.658
25/09/2012,692.068,231.462,377.686
26/09/2012,407.596,183.961,169.797
27/09/2012,134.297,55.935,46.56
28/09/2012,76.039,37.731,32.426
29/09/2012,72.07,35.3,27.38
30/09/2012,248.45,64.532,189.688
01/10/2012,214.23,56.663,93.208
02/10/2012,152.437,95.484,198.731
03/10/2012,314.137,132.543,214.201
04/10/2012,187.78,56.097,77.51
05/10/2012,114.08,33.574,71.395
06/10/2012,74.837,29.65,32.965
07/10/2012,48.95,25.849,17.626
08/10/2012,40.023,23.667,12.949
09/10/2012,35.544,22.506,10.762
10/10/2012,32.625,21.782,9.341
11/10/2012,30.667,22.558,8.78
12/10/2012,372.087,233.374,104.899
13/10/2012,162.759,75.565,37.212
14/10/2012,59.047,38.334,16.312
15/10/2012,71.29,35.106,27.775
16/10/2012,268.158,99.374,144.704
17/10/2012,236.382,138.576,98.582
18/10/2012,234.234,125.924,61.217
19/10/2012,85.158,47.108,24.878
20/10/2012,57.296,33.322,16.312
21/10/2012,46.423,28.882,13.288
22/10/2012,40.699,25.849,11.071
23/10/2012,42.365,27.488,11.766
24/10/2012,45.699,27.202,15.416
25/10/2012,46.112,22.662,15.638
26/10/2012,38.499,21.271,12.089
27/10/2012,33.76,20.218,10.039
28/10/2012,126.145,24.42,94.637
29/10/2012,130.011,27.776,85.578
30/10/2012,55.801,22.977,25.255
31/10/2012,54.664,29.472,50.928
01/11/2012,85.585,35.106,51.973
02/11/2012,85.158,49.058,47.938
03/11/2012,98.919,48.379,44.325
04/11/2012,70.901,38.2,26.889
05/11/2012,49.057,30.429,14.905
06/11/2012,37.007,23.294,34.389
07/11/2012,48.843,27.031,29.9
08/11/2012,53.764,34.464,18.747
09/11/2012,45.699,28.007,40.509
10/11/2012,91.388,57.232,44.831
11/11/2012,65.453,40.862,16.924
12/11/2012,43.965,30.308,11.51
13/11/2012,50.132,38.536,12.285
14/11/2012,68.975,56.258,13.357
15/11/2012,59.637,42.684,10.579
16/11/2012,37.284,23.56,9.002
17/11/2012,26.549,14.023,13.357
18/11/2012,28.047,12.762,12.949
19/11/2012,71.55,44.112,40.149
20/11/2012,62.874,36.67,28.777
21/11/2012,61.304,34.977,26.987
22/11/2012,403.716,137.21,307.66
23/11/2012,401.783,140.573,180.999
24/11/2012,116.075,44.04,59.213
25/11/2012,328.37,135.235,158.414
26/11/2012,461.291,138.078,281.386
27/11/2012,390.702,123.676,240.755
28/11/2012,173.41,81.345,52.641
29/11/2012,82.338,42.049,24.972
30/11/2012,58.343,33.385,17.079
01/12/2012,48.206,29.65,14.191
02/12/2012,46.423,29.235,13.084
03/12/2012,43.965,27.088,38.491
04/12/2012,58.577,15.166,39.079
05/12/2012,42.962,13.733,22.856
06/12/2012,84.165,62.987,120.193
07/12/2012,205.327,74.267,119.76
08/12/2012,85.871,45.781,47.661
09/12/2012,165.391,64.101,97.259
10/12/2012,90.946,35.949,34.389
11/12/2012,44.675,24.637,16.54
12/12/2012,34.113,15.732,12.482
13/12/2012,27.728,12.762,10.518
14/12/2012,63.727,106.935,32.965
15/12/2012,194.948,130.843,46.469
16/12/2012,103.114,45.854,38.257
17/12/2012,58.343,32.821,20.664
18/12/2012,54.213,26.748,18.828
19/12/2012,39.735,18.331,14.761
20/12/2012,283.874,187.252,89.74
21/12/2012,374.157,225.141,115.327
22/12/2012,295.393,173.006,99.778
23/12/2012,297.057,175.227,82.114
24/12/2012,165.252,88.631,34.945
25/12/2012,159.19,73.163,63.068
26/12/2012,137.925,92.898,68.646
27/12/2012,503.989,231.303,237.46
28/12/2012,202.094,106.825,56.725
29/12/2012,284.417,104.204,182.377
30/12/2012,217.397,83.871,95.813
31/12/2012,470.749,205.629,278.276
01/01/2013,221.71,104.639,63.287
02/01/2013,88.752,46.369,34.168
03/01/2013,100.152,49.513,41.113
04/01/2013,70.772,36.014,28.074
05/01/2013,55.686,27.776,19.32
06/01/2013,44.37,23.72,16.011
07/01/2013,40.699,23.827,14.191
08/01/2013,47.678,26.691,18.91
09/01/2013,46.319,25.793,16.237
10/01/2013,38.03,21.577,12.748
11/01/2013,32.625,18.521,10.885
12/01/2013,30.25,17.536,10.217
13/01/2013,28.047,16.13,9.171
14/01/2013,29.424,18.284,9.571
15/01/2013,30.416,18.331,9.571
16/01/2013,26.705,15.776,8.129
17/01/2013,23.461,15.383,7.201
18/01/2013,22.737,14.823,6.613
19/01/2013,20.912,13.61,6.052
20/01/2013,20.981,13.61,6.144
21/01/2013,23.17,14.695,6.283
22/01/2013,23.098,15.166,6.236
23/01/2013,22.737,15.47,6.052
24/01/2013,32.885,27.088,5.915
25/01/2013,33.76,28.007,6.052
26/01/2013,44.777,29.235,19.073
27/01/2013,550.531,251.422,250.757
28/01/2013,362.436,203.53,125.438
29/01/2013,437.722,265.336,212.908
30/01/2013,487.584,263.302,175.19
31/01/2013,215.494,143.722,57.914
01/02/2013,195.099,110.034,39.553
02/02/2013,85.728,53.7,21.44
03/02/2013,61.304,39.759,14.689
04/02/2013,74.173,49.133,22.766
05/02/2013,78.337,49.513,22.766
06/02/2013,154.179,101.4,33.948
07/02/2013,94.813,56.42,20.324
08/02/2013,54.89,37.066,13.22
09/02/2013,47.783,33.827,11.766
10/02/2013,48.524,33.511,12.882
11/02/2013,51.766,38.065,12.416
12/02/2013,46.735,33.574,10.397
13/02/2013,40.408,47.929,8.835
14/02/2013,237.874,120.98,109.158
15/02/2013,166.645,78.857,58.712
16/02/2013,78.473,44.256,28.274
17/02/2013,56.144,35.754,18.666
18/02/2013,48.737,33.259,12.482
19/02/2013,39.162,27.718,9.745
20/02/2013,35.184,26.24,8.397
21/02/2013,26.239,17.444,7.761
22/02/2013,24.418,24.15,6.953
23/02/2013,30.416,24.204,6.329
24/02/2013,30.001,23.827,6.098
25/02/2013,29.753,23.881,6.006
26/02/2013,30.583,25.295,6.006
27/02/2013,29.342,23.294,5.736
28/02/2013,28.288,23.03,5.472
01/03/2013,28.047,23.03,5.385
02/03/2013,27.728,22.767,5.172
03/03/2013,27.253,22.662,5.088
04/03/2013,27.253,22.61,5.046
05/03/2013,24.418,19.482,4.963
06/03/2013,23.827,19.385,4.637
07/03/2013,24.493,20.367,4.88
08/03/2013,27.411,21.679,7.051
09/03/2013,40.023,24.91,13.701
10/03/2013,39.639,21.628,13.701
11/03/2013,27.017,13.569,8.182
12/03/2013,19.034,10.667,6.471
13/03/2013,19.895,11.333,6.661
14/03/2013,18.322,10.197,5.961
15/03/2013,22.737,12.368,35.056
16/03/2013,49.7,18.002,34.611
17/03/2013,63.727,32.509,27.676
18/03/2013,226.874,150.379,48.771
19/03/2013,123.889,56.501,27.875
20/03/2013,90.652,46.59,25.921
21/03/2013,60.467,30.973,17.784
22/03/2013,39.162,19.531,12.548
23/03/2013,29.918,14.273,9.513
24/03/2013,24.418,12.018,8.182
25/03/2013,21.465,10.96,7.555
26/03/2013,19.761,10.055,6.855
27/03/2013,19.1,9.808,6.71
28/03/2013,18.904,10.02,6.566
29/03/2013,18.258,9.634,6.376
30/03/2013,18.194,9.879,6.329
31/03/2013,18.13,10.091,6.376
01/04/2013,17.749,9.496,6.283
02/04/2013,18.709,10.377,6.953
03/04/2013,21.396,11.941,9.745
04/04/2013,25.624,14.399,9.745
05/04/2013,23.098,12.882,8.343
06/04/2013,23.098,11.559,9.98
07/04/2013,24.717,11.108,11.83
08/04/2013,24.122,10.341,11.447
09/04/2013,21.745,9.599,8.78
10/04/2013,18.066,8.619,6.953
11/04/2013,21.188,8.455,10.579
12/04/2013,22.096,8.652,11.384
13/04/2013,22.953,8.784,16.388
14/04/2013,62.995,10.667,49.051
15/04/2013,57.644,12.134,33.291
16/04/2013,29.67,10.74,17.547
17/04/2013,27.808,11.108,13.084
18/04/2013,201.481,119.584,91.531
19/04/2013,85.016,48.906,22.32
20/04/2013,41.773,19.824,14.332
21/04/2013,22.594,11.864,7.97
22/04/2013,19.165,10.997,7.761
23/04/2013,18.066,10.02,6.71
24/04/2013,20.981,16.713,9.513
25/04/2013,25.701,15.166,19.652
26/04/2013,33.936,14.106,18.747
27/04/2013,33.234,12.251,20.579
28/04/2013,29.26,11.673,15.343
29/04/2013,25.093,10.485,13.425
30/04/2013,22.096,9.392,11.195
01/05/2013,17.124,7.973,7.201
02/05/2013,14.341,7.627,5.736
03/05/2013,13.234,7.534,5.088
04/05/2013,22.309,14.526,9.284
05/05/2013,22.523,11.826,8.56
06/05/2013,15.26,8.652,5.559
07/05/2013,13.561,7.973,4.963
08/05/2013,12.434,7.35,4.362
09/05/2013,11.967,7.411,4.17
10/05/2013,21.118,8.488,12.548
11/05/2013,43.965,8.455,45.084
12/05/2013,46.112,7.941,25.73
13/05/2013,27.49,9.984,17.469
14/05/2013,27.808,12.882,16.847
15/05/2013,62.267,10.269,51.877
16/05/2013,62.388,16.623,37.907
17/05/2013,26.162,13.528,10.947
18/05/2013,782.361,99.374,706.366
19/05/2013,250.49,66.97,102.73
20/05/2013,61.304,26.465,25.066
21/05/2013,164.28,114.194,29.081
22/05/2013,65.453,30.368,18.022
23/05/2013,32.972,15.253,11.009
24/05/2013,23.607,15.037,8.343
25/05/2013,24.418,14.357,8.182
26/05/2013,19.694,10.055,6.953
27/05/2013,16.268,8.521,5.825
28/05/2013,15.553,8.068,6.518
29/05/2013,15.318,7.909,6.144
30/05/2013,14.116,7.721,5.428
31/05/2013,13.837,7.503,5.214
01/06/2013,13.072,7.289,4.758
02/06/2013,11.813,6.899,4.132
03/06/2013,11.308,6.781,3.8
04/06/2013,10.814,6.606,3.552
05/06/2013,10.427,6.491,3.379
06/06/2013,9.954,6.376,3.146
07/06/2013,9.861,6.319,3.048
08/06/2013,9.584,6.206,2.857
09/06/2013,9.492,6.348,2.764
10/06/2013,9.401,6.234,2.643
11/06/2013,9.176,6.178,2.524
12/06/2013,9.221,6.263,2.583
13/06/2013,9.447,6.462,2.764
14/06/2013,9.356,6.319,2.703
15/06/2013,9.131,6.376,3.837
16/06/2013,10.332,6.52,4.758
17/06/2013,11.109,6.319,4.718
18/06/2013,10.001,6.15,3.245
19/06/2013,9.176,6.094,2.643
20/06/2013,8.473,5.791,2.295
21/06/2013,8.259,5.737,2.184
22/06/2013,8.43,5.873,2.239
23/06/2013,21.815,6.548,15.49
24/06/2013,23.9,8.985,16.312
25/06/2013,15.909,7.32,6.006
26/06/2013,9.311,3.877,3.837
27/06/2013,7.676,3.678,2.92
28/06/2013,7.595,3.722,19.486
29/06/2013,22.309,3.766,18.747
30/06/2013,12.07,3.722,5.825
01/07/2013,8.43,3.526,3.764
02/07/2013,7.433,3.441,3.345
03/07/2013,7.433,3.591,3.448
04/07/2013,7.595,3.591,3.517
05/07/2013,6.882,3.968,3.016
06/07/2013,6.426,3.569,2.524
07/07/2013,5.951,3.569,2.184
08/07/2013,5.738,3.504,1.946
09/07/2013,5.359,3.069,1.82
10/07/2013,5.291,13.774,1.65
11/07/2013,13.507,13.082,1.603
12/07/2013,13.507,13.042,1.534
13/07/2013,13.289,13.002,1.467
14/07/2013,11.158,5.053,1.379
15/07/2013,6.205,4.727,1.315
16/07/2013,6.132,4.221,1.273
17/07/2013,5.091,3.547,1.253
18/07/2013,4.766,3.089,1.232
19/07/2013,4.514,3.129,1.212
20/07/2013,5.564,4.221,1.212
21/07/2013,5.774,4.292,1.212
22/07/2013,5.951,4.292,1.212
23/07/2013,6.132,5.002,1.192
24/07/2013,7.965,14.866,2.05
25/07/2013,21.955,19.628,4.558
26/07/2013,22.026,18.759,4.401
27/07/2013,18.644,16.086,2.437
28/07/2013,238.872,19.336,243.093
29/07/2013,78.882,16.086,39.079
30/07/2013,41.871,12.057,21.966
31/07/2013,28.853,11.034,14.403
01/08/2013,87.017,35.235,63.726
02/08/2013,52.428,22.61,19.819
03/08/2013,20.912,10.233,9.115
04/08/2013,14.116,7.32,5.915
05/08/2013,180.888,21.73,145.017
06/08/2013,180.163,29.117,100.312
07/08/2013,41.871,14.526,17.943
08/08/2013,21.465,11.635,9.456
09/08/2013,21.745,16.623,6.806
10/08/2013,20.843,16.086,6.052
11/08/2013,19.363,15.776,5.472
12/08/2013,18.774,10.594,23.856
13/08/2013,30.751,5.495,25.16
14/08/2013,16.816,5.207,9.745
15/08/2013,14.625,17.214,12.024
16/08/2013,122.511,20.867,105.855
17/08/2013,49.485,18.568,29.081
18/08/2013,54.551,21.018,38.374
19/08/2013,33.584,10.305,16.617
20/08/2013,18.002,7.168,8.891
21/08/2013,13.018,6.066,6.329
22/08/2013,10.863,15.514,5.256
23/08/2013,18.774,15.514,4.88
24/08/2013,42.862,23.56,22.676
25/08/2013,41.381,22.925,16.011
26/08/2013,21.257,8.985,8.182
27/08/2013,13.18,6.899,5.691
28/08/2013,10.571,5.846,4.558
29/08/2013,8.953,5.469,3.946
30/08/2013,8.603,5.337,3.622
31/08/2013,8.259,5.259,3.379
01/09/2013,7.882,5.155,3.146
02/09/2013,7.393,5.078,2.826
03/09/2013,7.273,4.951,2.734
04/09/2013,6.023,3.211,2.583
05/09/2013,5.599,3.419,2.408
06/09/2013,23.17,12.368,110.687
07/09/2013,194.496,77.061,120.048
08/09/2013,72.855,33.385,24.225
09/09/2013,34.113,20.021,15.712
10/09/2013,35.726,17.768,16.54
11/09/2013,24.567,6.723,10.762
12/09/2013,14.797,5.053,7.813
13/09/2013,13.234,4.826,7.709
14/09/2013,16.268,4.579,10.762
15/09/2013,105.484,26.804,97.919
16/09/2013,101.394,27.431,59.112
17/09/2013,37.563,18.378,19.403
18/09/2013,31.937,16.668,15.936
19/09/2013,25.624,15.864,14.689
20/09/2013,33.848,18.002,16.693
21/09/2013,30.333,17.076,11.894
22/09/2013,22.881,15.514,7.865
23/09/2013,20.096,14.695,6.329
24/09/2013,15.26,5.181,5.428
25/09/2013,9.401,4.128,4.963
26/09/2013,8.909,4.105,4.637
27/09/2013,8.473,3.991,4.362
28/09/2013,8.049,3.877,4.095
29/09/2013,7.636,3.81,3.764
30/09/2013,7.194,3.7,3.414
01/10/2013,6.843,3.547,3.178
02/10/2013,6.652,3.547,3.113
03/10/2013,7.234,4.175,3.482
04/10/2013,24.27,35.624,19.238
05/10/2013,52.982,36.407,19.238
06/10/2013,25.169,15.601,8.129
07/10/2013,21.188,18.096,5.515
08/10/2013,23.17,18.711,6.904
09/10/2013,23.17,17.076,6.855
10/10/2013,15.73,7.229,5.004
11/10/2013,10.142,5.575,4.17
12/10/2013,8.865,5.259,4.02
13/10/2013,9.042,4.727,5.299
14/10/2013,65.95,4.628,52.833
15/10/2013,62.631,16.308,42.704
16/10/2013,53.428,22.977,59.514
17/10/2013,172.415,108.258,68.646
18/10/2013,73.777,39.349,20.239
19/10/2013,57.644,43.395,14.978
20/10/2013,80.532,47.331,30.21
21/10/2013,58.577,58.214,32.426
22/10/2013,236.216,118.081,131.98
23/10/2013,158.645,56.582,88.977
24/10/2013,129.834,42.26,55.448
25/10/2013,218.193,120.63,123.387
26/10/2013,244.395,104.313,114.336
27/10/2013,167.623,50.66,102.19
28/10/2013,160.97,81.249,70.244
29/10/2013,96.323,47.257,46.469
30/10/2013,59.518,28.355,23.308
31/10/2013,43.562,23.827,18.262
01/11/2013,50.673,30.852,19.155
02/11/2013,56.949,44.761,105.718
03/11/2013,204.247,61.123,134.545
04/11/2013,84.732,41.07,28.174
05/11/2013,47.258,30.912,15.712
06/11/2013,46.423,29.354,16.312
07/11/2013,53.094,27.088,24.132
08/11/2013,49.808,45.27,22.142
09/11/2013,77.522,45.562,42.827
