Date,Bywell,Reaverhill,Haydon Bridge
10/11/2013,77.251,30.852,36.069
11/11/2013,68.975,29.829,40.269
12/11/2013,63.727,30.008,30.003
13/11/2013,42.365,26.184,13.701
14/11/2013,54.213,24.91,29.592
15/11/2013,42.663,22.61,14.833
16/11/2013,31.851,21.069,10.039
17/11/2013,23.461,8.423,8.56
18/11/2013,52.096,29.176,24.972
19/11/2013,51.547,27.776,18.262
20/11/2013,150.059,52.286,97.259
21/11/2013,238.207,156.124,55.351
22/11/2013,173.41,81.925,45.978
23/11/2013,61.785,33.008,18.584
24/11/2013,42.762,24.965,13.017
25/11/2013,35.816,21.73,11.009
26/11/2013,31.596,19.824,9.629
27/11/2013,34.29,19.482,13.84
28/11/2013,32.108,19.579,10.277
29/11/2013,29.588,19.336,13.22
30/11/2013,33.321,19.482,12.882
01/12/2013,23.753,8.521,8.56
02/12/2013,16.877,7.534,7.709
03/12/2013,16.208,7.289,6.904
04/12/2013,15.085,6.548,7.402
05/12/2013,133.219,64.015,67.853
06/12/2013,118.932,48.755,37.212
07/12/2013,34.113,16.532,16.924
08/12/2013,204.864,37.464,224.474
09/12/2013,256.142,47.704,192.683
10/12/2013,62.388,24.746,25.539
11/12/2013,34.113,14.231,14.617
12/12/2013,25.169,10.63,11.133
13/12/2013,27.096,14.738,11.447
14/12/2013,24.717,11.979,22.766
15/12/2013,129.657,52.052,68.533
16/12/2013,359.382,158.239,212.539
17/12/2013,179.149,74.822,53.893
18/12/2013,69.871,39.077,27.875
19/12/2013,193.895,67.851,135.76
20/12/2013,130.72,181.404,218.845
21/12/2013,505.668,260.097,309.606
22/12/2013,564.885,262.626,290.805
23/12/2013,452.609,142.585,347.345
24/12/2013,381.653,167.105,202.687
25/12/2013,233.246,116.931,83.344
26/12/2013,110.47,58.132,32.105
27/12/2013,390.067,210.618,198.373
28/12/2013,364.889,195.53,102.865
29/12/2013,106.919,59.37,31.998
30/12/2013,221.549,131.206,97.655
31/12/2013,225.577,131.813,75.606
01/01/2014,114.578,73.622,67.064
02/01/2014,177.418,88.029,71.511
03/01/2014,130.011,63.329,56.725
04/01/2014,131.432,56.258,63.726
05/01/2014,85.871,45.928,31.891
06/01/2014,303.571,115.445,198.731
07/01/2014,259.424,105.948,116.322
08/01/2014,210.146,71.432,102.73
09/01/2014,132.145,53.858,57.815
10/01/2014,98.611,43.252,39.434
11/01/2014,102.643,55.774,37.791
12/01/2014,72.332,39.828,22.587
13/01/2014,60.229,36.934,19.569
14/01/2014,103.743,63.158,32.319
15/01/2014,136.831,67.498,55.546
16/01/2014,120.971,60.202,45.211
17/01/2014,76.981,43.753,23.399
18/01/2014,72.332,42.331,25.73
19/01/2014,94.063,63.586,28.777
20/01/2014,96.172,62.052,23.127
21/01/2014,56.488,36.934,15.269
22/01/2014,114.578,82.992,26.017
23/01/2014,112.925,54.653,54.377
24/01/2014,96.172,46.812,32.534
25/01/2014,204.709,112.273,81.868
26/01/2014,208.119,103.77,66.055
27/01/2014,173.553,96.11,47.109
28/01/2014,119.102,65.571,52.354
29/01/2014,129.304,69.989,44.2
30/01/2014,127.193,67.322,37.097
31/01/2014,66.075,40.447,18.991
01/02/2014,101.238,47.63,186.714
02/02/2014,278.288,121.68,200.345
03/02/2014,121.997,51.664,46.106
04/02/2014,70.901,37.531,23.217
05/02/2014,86.874,48.078,48.958
06/02/2014,148.158,69.541,62.303
07/02/2014,87.594,46.001,27.577
08/02/2014,103.586,53.7,60.462
09/02/2014,249.469,98.21,138.049
10/02/2014,151.769,58.214,52.354
11/02/2014,68.72,37.265,22.32
12/02/2014,144.954,88.932,167.793
13/02/2014,375.816,182.965,208.501
14/02/2014,175.838,82.992,68.646
15/02/2014,309.587,142.459,148.319
16/02/2014,249.129,108.701,80.283
17/02/2014,94.813,46.001,32.105
18/02/2014,103.743,40.24,54.28
19/02/2014,122.168,47.406,63.947
20/02/2014,97.235,54.812,49.892
21/02/2014,116.744,59.702,53.41
22/02/2014,156.743,51.664,88.85
23/02/2014,232.096,102.474,154.696
24/02/2014,231.604,99.48,98.316
25/02/2014,140.309,68.117,47.293
26/02/2014,112.267,43.181,61.759
27/02/2014,133.399,69.005,55.155
28/02/2014,107.399,54.175,35.056
01/03/2014,64.095,39.622,19.486
02/03/2014,70.514,44.472,23.217
03/03/2014,93.913,60.62,29.9
04/03/2014,67.076,41.979,17.234
05/03/2014,48.312,33.637,12.681
06/03/2014,42.762,29.71,10.64
07/03/2014,291.895,160.767,146.271
08/03/2014,153.776,73.347,37.328
09/03/2014,57.76,36.538,15.564
10/03/2014,44.066,31.829,12.416
11/03/2014,43.562,30.852,11.574
12/03/2014,38.123,28.355,9.284
13/03/2014,34.024,24.91,8.129
14/03/2014,31.766,24.529,7.504
15/03/2014,30.919,24.583,7.101
16/03/2014,30.001,23.988,6.71
17/03/2014,29.178,23.347,6.423
18/03/2014,28.772,24.312,7.555
19/03/2014,45.185,25.02,20.835
20/03/2014,35.184,28.706,16.54
21/03/2014,61.064,34.784,26.889
22/03/2014,53.764,33.511,26.017
23/03/2014,59.755,33.701,26.017
24/03/2014,43.562,27.431,16.161
25/03/2014,32.972,22.558,9.98
26/03/2014,32.28,22.142,10.701
27/03/2014,52.096,40.033,16.086
28/03/2014,218.671,59.785,145.644
29/03/2014,251.002,64.704,170.802
30/03/2014,92.572,43.538,30.522
31/03/2014,53.876,29.71,16.617
01/04/2014,172.274,78.762,80.526
02/04/2014,141.787,59.702,43.823
03/04/2014,93.764,49.97,43.075
04/04/2014,89.919,48.605,28.575
05/04/2014,75.905,39.01,24.69
06/04/2014,46.944,26.521,22.054
07/04/2014,97.999,47.48,52.737
08/04/2014,103.428,47.48,46.926
09/04/2014,93.913,22.506,69.9
10/04/2014,58.812,14.273,30.314
11/04/2014,30.583,11.258,14.403
12/04/2014,24.344,9.222,11.321
13/04/2014,20.298,8.196,9.284
14/04/2014,18.066,7.198,8.56
15/04/2014,16.877,6.811,7.658
16/04/2014,14.797,6.234,6.71
17/04/2014,13.727,5.629,6.098
18/04/2014,12.751,5.311,5.691
19/04/2014,12.07,5.002,5.342
20/04/2014,11.358,4.826,5.004
21/04/2014,10.961,14.273,4.799
22/04/2014,19.363,14.526,5.256
23/04/2014,21.745,14.653,6.71
24/04/2014,22.594,15.426,8.615
25/04/2014,25.169,16.264,8.343
26/04/2014,50.132,29.949,18.91
27/04/2014,37.284,15.732,12.154
28/04/2014,39.352,25.02,12.219
29/04/2014,39.257,23.4,11.009
30/04/2014,53.428,27.488,75.724
01/05/2014,176.412,103.662,89.868
02/05/2014,98.611,44.472,23.581
03/05/2014,38.783,17.582,12.089
04/05/2014,24.27,11.258,8.615
05/05/2014,19.561,9.358,7.201
06/05/2014,17.31,10.055,6.329
07/05/2014,17.31,11.108,122.367
08/05/2014,156.201,27.202,130.182
09/05/2014,148.158,31.767,108.881
10/05/2014,213.757,99.692,155.018
11/05/2014,196.307,127.235,92.433
12/05/2014,156.066,36.473,88.47
13/05/2014,150.632,41.979,71.858
14/05/2014,59.282,33.071,23.856
15/05/2014,42.069,18.616,14.761
16/05/2014,28.448,11.749,11.766
17/05/2014,22.238,9.12,9.456
18/05/2014,18.066,7.229,7.709
19/05/2014,15.79,15.645,6.806
20/05/2014,21.745,15.514,6.19
21/05/2014,21.049,15.296,5.961
22/05/2014,32.712,22.82,10.217
23/05/2014,34.825,22.35,9.745
24/05/2014,41.479,17.076,26.889
25/05/2014,52.76,17.076,25.349
26/05/2014,52.982,21.833,22.587
27/05/2014,37.936,20.218,10.885
28/05/2014,37.843,18.998,14.617
29/05/2014,81.919,33.385,46.235
30/05/2014,56.488,26.128,19.238
31/05/2014,33.672,19.433,10.098
01/06/2014,21.605,7.783,7.301
02/06/2014,14.682,15.47,6.052
03/06/2014,20.981,15.47,5.647
04/06/2014,44.573,41.628,18.91
05/06/2014,72.593,48.529,21.353
06/06/2014,37.007,18.759,11.133
07/06/2014,23.17,15.21,7.453
08/06/2014,57.296,50.506,11.195
09/06/2014,31.937,22.715,8.129
10/06/2014,34.29,25.627,8.724
11/06/2014,33.936,24.583,7.813
12/06/2014,26.239,19.824,6.518
13/06/2014,14.341,7.138,5.172
14/06/2014,11.458,15.383,4.597
15/06/2014,19.761,16.219,4.718
16/06/2014,20.096,16.175,4.677
17/06/2014,19.1,15.339,4.285
18/06/2014,14.625,5.737,3.909
19/06/2014,8.997,4.826,3.657
20/06/2014,8.69,4.292,3.345
21/06/2014,8.175,4.105,3.146
22/06/2014,7.799,3.968,2.984
23/06/2014,7.554,3.945,2.889
24/06/2014,7.393,3.877,2.764
25/06/2014,8.091,3.81,2.764
26/06/2014,7.234,3.744,2.673
27/06/2014,7.037,3.612,2.583
28/06/2014,6.843,3.569,2.466
29/06/2014,6.805,3.612,2.495
30/06/2014,6.805,3.612,2.495
01/07/2014,7.433,3.547,2.408
02/07/2014,6.539,3.526,2.239
03/07/2014,6.539,3.504,2.408
04/07/2014,6.728,3.547,2.38
05/07/2014,8.217,14.106,3.016
06/07/2014,17.749,14.147,4.208
07/07/2014,16.816,13.733,2.92
08/07/2014,18.002,13.774,3.178
09/07/2014,14.004,4.901,3.178
10/07/2014,8.516,4.363,2.613
11/07/2014,8.091,5.002,2.212
12/07/2014,6.92,3.398,2.024
13/07/2014,7.273,3.504,2.05
14/07/2014,6.998,13.324,1.921
15/07/2014,15.849,13.651,1.972
16/07/2014,15.553,13.939,2.077
17/07/2014,15.73,13.857,3.016
18/07/2014,12.911,4.776,2.889
19/07/2014,15.201,13.651,2.212
20/07/2014,16.028,13.569,3.728
21/07/2014,16.088,13.569,3.178
22/07/2014,14.797,9.565,2.157
23/07/2014,5.987,3.335,1.82
24/07/2014,5.157,3.231,1.674
25/07/2014,4.927,3.15,1.557
26/07/2014,4.96,3.634,1.489
27/07/2014,5.461,3.855,1.627
28/07/2014,12.804,13.569,1.698
29/07/2014,13.671,13.446,1.511
30/07/2014,13.289,13.163,1.511
31/07/2014,11.458,10.813,1.65
01/08/2014,7.155,3.968,3.048
02/08/2014,16.939,5.13,7.97
03/08/2014,22.167,6.405,15.787
04/08/2014,15.435,5.737,8.724
05/08/2014,15.73,12.525,6.144
06/08/2014,20.096,14.61,14.546
07/08/2014,27.649,15.21,14.332
08/08/2014,19.561,113.627,151.972
09/08/2014,235.555,120.746,126.765
10/08/2014,42.962,18.998,14.905
11/08/2014,124.235,15.037,103.135
12/08/2014,44.777,19.047,29.183
13/08/2014,69.23,26.016,46.743
14/08/2014,50.024,34.145,52.259
15/08/2014,85.443,38.401,48.493
16/08/2014,40.215,15.166,20.071
17/08/2014,22.309,8.884,13.701
18/08/2014,21.745,8.036,11.959
19/08/2014,17,6.405,9.058
20/08/2014,12.592,5.181,6.71
21/08/2014,15.909,12.643,7.606
22/08/2014,29.588,16.219,16.161
23/08/2014,23.827,15.339,8.615
24/08/2014,20.638,15.732,6.613
25/08/2014,12.698,6.319,5.385
26/08/2014,9.861,4.951,4.597
27/08/2014,8.43,4.339,4.02
28/08/2014,14.004,12.564,3.552
29/08/2014,15.318,16.488,18.022
30/08/2014,28.448,17.031,13.563
31/08/2014,19.895,14.866,5.647
01/09/2014,16.329,13.406,4.17
02/09/2014,14.97,12.922,3.764
03/09/2014,14.454,13.082,3.414
04/09/2014,14.116,12.762,3.08
05/09/2014,15.377,13.082,3.622
06/09/2014,16.208,13.082,2.952
07/09/2014,7.924,4.036,2.92
08/09/2014,6.352,3.81,2.643
09/09/2014,5.88,3.591,2.466
10/09/2014,5.495,11.864,2.38
11/09/2014,12.434,12.643,2.267
12/09/2014,14.912,14.908,2.184
13/09/2014,14.912,14.908,2.13
14/09/2014,14.854,15.08,2.05
15/09/2014,15.085,14.951,2.212
16/09/2014,15.318,14.994,2.408
17/09/2014,15.318,14.951,2.323
18/09/2014,15.085,14.908,2.103
19/09/2014,14.004,10.162,2.05
20/09/2014,14.854,14.866,2.05
21/09/2014,14.854,14.908,1.972
22/09/2014,14.854,14.866,1.946
23/09/2014,14.625,14.738,2.05
24/09/2014,15.671,5.002,11.702
25/09/2014,14.172,5.027,7.101
26/09/2014,8.007,5.053,4.02
27/09/2014,7.841,5.078,3.482
28/09/2014,7.076,4.926,3.08
29/09/2014,7.076,4.851,2.643
30/09/2014,6.728,4.851,2.408
01/10/2014,6.576,4.851,2.239
02/10/2014,6.352,4.876,2.13
03/10/2014,6.426,5.002,2.13
04/10/2014,142.343,55.372,93.857
05/10/2014,88.898,32.137,33.182
06/10/2014,109.819,15.383,100.847
07/10/2014,68.085,22.454,40.992
08/10/2014,27.887,18.854,12.219
09/10/2014,56.949,30.308,42.827
10/10/2014,57.993,31.034,30.003
11/10/2014,41.088,14.106,28.174
12/10/2014,25.244,10.233,12.748
13/10/2014,16.632,7.973,8.78
14/10/2014,13.561,6.462,6.953
15/10/2014,18.515,15.339,5.78
16/10/2014,27.569,15.688,14.689
17/10/2014,40.602,22.039,22.676
18/10/2014,79.567,38.469,47.201
19/10/2014,117.752,40.585,75.133
20/10/2014,111.612,35.884,56.528
21/10/2014,158.645,28.239,125.733
22/10/2014,65.205,19.922,32.426
23/10/2014,27.017,10.305,14.689
24/10/2014,31.766,10.776,23.308
25/10/2014,34.024,24.366,15.416
26/10/2014,31.341,20.968,10.518
27/10/2014,79.705,73.714,9.921
28/10/2014,300.585,147.417,186.54
29/10/2014,301.703,138.078,111.384
30/10/2014,53.428,25.295,20.324
31/10/2014,34.113,29.294,15.343
01/11/2014,56.029,36.276,21.18
02/11/2014,64.341,34.145,33.182
03/11/2014,50.782,30.549,25.444
04/11/2014,58.46,94.342,55.938
05/11/2014,248.96,181.546,62.194
06/11/2014,74.041,38.469,22.766
07/11/2014,56.718,32.883,28.98
08/11/2014,59.165,38.2,24.04
09/11/2014,53.876,34.977,17.705
10/11/2014,45.185,30.852,14.403
11/11/2014,36.914,28.123,11.894
12/11/2014,30.333,14.315,19.486
13/11/2014,33.408,16.668,19.652
14/11/2014,200.563,114.194,103.27
15/11/2014,200.716,105.183,58.712
16/11/2014,51.437,27.088,17.784
17/11/2014,233.575,113.175,108.328
18/11/2014,194.647,89.638,57.021
19/11/2014,80.393,45.343,24.504
20/11/2014,64.341,46.664,17.079
21/11/2014,52.207,36.802,13.425
22/11/2014,158.781,110.034,33.619
23/11/2014,105.484,62.137,22.676
24/11/2014,57.644,39.213,14.474
25/11/2014,42.563,32.075,11.009
26/11/2014,40.699,43.753,24.972
27/11/2014,71.81,44.544,24.597
28/11/2014,59.4,39.486,17.705
29/11/2014,49.7,36.08,13.771
30/11/2014,47.048,31.952,12.219
01/12/2014,40.99,28.764,11.51
02/12/2014,36.638,27.949,9.745
03/12/2014,35.274,27.259,9.513
04/12/2014,31.937,25.571,8.129
05/12/2014,31.681,26.296,7.606
06/12/2014,30.5,25.905,7.051
07/12/2014,165.669,78.572,90.634
08/12/2014,96.931,44.689,40.509
09/12/2014,62.388,128.072,146.9
10/12/2014,292.263,145.373,149.902
11/12/2014,162.621,103.445,39.553
12/12/2014,124.408,67.146,34.058
13/12/2014,66.951,44.184,19.903
14/12/2014,310.721,157.841,146.271
15/12/2014,293.734,136.468,93.079
16/12/2014,76.846,45.928,26.306
17/12/2014,126.843,49.97,70.359
18/12/2014,137.56,64.445,83.591
19/12/2014,163.311,64.445,75.724
20/12/2014,109.171,58.956,44.704
21/12/2014,81.919,52.677,27.577
22/12/2014,419.564,172.039,231.884
23/12/2014,431.702,150.767,273.331
24/12/2014,366.733,105.62,185.843
25/12/2014,127.895,60.035,45.85
26/12/2014,82.618,45.416,27.875
27/12/2014,65.95,40.516,20.239
28/12/2014,58.226,39.759,16.237
29/12/2014,54.664,38.2,13.771
30/12/2014,41.675,30.128,11.959
31/12/2014,44.37,31.399,11.51
01/01/2015,367.144,285.56,163.322
02/01/2015,458.312,281.004,157.441
03/01/2015,147.023,76.499,38.491
04/01/2015,87.449,49.665,25.16
05/01/2015,55.915,36.08,16.54
06/01/2015,51.656,38.2,14.474
07/01/2015,158.781,236.096,109.852
08/01/2015,378.521,243.864,136.979
09/01/2015,182.636,129.996,45.594
10/01/2015,366.938,246.972,104.763
11/01/2015,223.801,133.397,76.199
12/01/2015,368.994,210.466,165.468
13/01/2015,235.886,125.449,57.12
14/01/2015,124.408,72.523,30.418
15/01/2015,324.106,148.573,210.884
16/01/2015,277.034,156.651,95.813
17/01/2015,115.408,62.137,30.522
18/01/2015,75.103,44.617,21.966
19/01/2015,63.483,41.418,16.924
20/01/2015,55.801,37.931,14.12
21/01/2015,51.218,36.736,12.285
22/01/2015,47.994,35.494,11.133
23/01/2015,45.185,31.706,60.017
24/01/2015,165.947,73.622,87.46
25/01/2015,71.94,39.145,53.41
26/01/2015,194.195,57.477,137.59
27/01/2015,87.594,41,33.838
28/01/2015,194.647,95.797,90.762
29/01/2015,155.256,73.072,44.451
30/01/2015,70.256,39.145,23.217
31/01/2015,53.205,34.336,17.079
01/02/2015,52.207,33.197,14.905
02/02/2015,44.167,28.589,12.482
03/02/2015,35.998,23.347,11.133
04/02/2015,35.454,24.746,10.337
05/02/2015,34.201,25.185,8.724
06/02/2015,42.365,28.823,14.546
07/02/2015,50.024,32.946,14.761
08/02/2015,39.448,24.15,12.882
09/02/2015,63.483,25.185,43.573
10/02/2015,65.453,20.717,41.843
11/02/2015,38.311,21.069,19.569
12/02/2015,34.646,20.917,12.482
13/02/2015,33.584,20.717,12.089
14/02/2015,46.527,22.142,24.504
15/02/2015,45.596,21.987,22.32
16/02/2015,53.428,31.399,22.32
17/02/2015,53.317,28.53,19.569
18/02/2015,25.854,19.433,13.771
19/02/2015,50.782,36.67,17.39
20/02/2015,48.206,29.354,16.847
21/02/2015,34.024,21.987,10.518
22/02/2015,28.368,24.258,16.54
23/02/2015,124.928,60.62,60.678
24/02/2015,108.364,47.034,51.877
25/02/2015,103.743,43.11,41.356
26/02/2015,396.65,175.367,252.342
27/02/2015,185.714,75.751,55.644
28/02/2015,58.929,38.2,20.835
01/03/2015,102.487,70.438,28.878
02/03/2015,70.901,39.896,19.403
03/03/2015,49.7,32.946,15.712
04/03/2015,65.453,38.671,30.107
05/03/2015,62.995,31.461,29.9
06/03/2015,55.572,25.46,28.98
07/03/2015,39.067,25.185,15.49
08/03/2015,47.573,36.407,13.563
09/03/2015,45.288,30.188,12.154
10/03/2015,41.479,31.277,12.219
11/03/2015,37.007,32.821,9.399
12/03/2015,45.905,39.486,10.277
13/03/2015,189.262,106.715,85.703
14/03/2015,130.72,59.785,41.966
15/03/2015,59.873,35.689,17.943
16/03/2015,45.596,30.248,15.123
17/03/2015,42.663,25.571,15.49
18/03/2015,38.123,25.185,11.702
19/03/2015,33.936,23.827,9.571
20/03/2015,31.003,22.091,8.236
21/03/2015,28.691,22.767,7.453
22/03/2015,26.085,19.531,6.758
23/03/2015,24.418,19.239,6.144
24/03/2015,21.326,16.086,5.87
25/03/2015,21.049,16.532,5.515
26/03/2015,25.472,22.402,6.283
27/03/2015,32.28,22.872,11.384
28/03/2015,86.3,36.341,52.163
29/03/2015,131.432,56.097,66.839
30/03/2015,125.275,56.501,118.322
31/03/2015,276.676,81.828,191.095
01/04/2015,105.325,42.542,70.359
02/04/2015,108.525,26.24,69.9
03/04/2015,61.064,36.538,26.791
04/04/2015,67.202,36.276,26.5
05/04/2015,49.164,29.354,15.712
06/04/2015,31.172,19.726,11.638
07/04/2015,28.691,18.096,9.571
08/04/2015,25.548,17.076,8.182
09/04/2015,23.534,16.353,7.301
10/04/2015,24.717,7.534,6.613
11/04/2015,13.452,5.602,6.376
12/04/2015,17.56,26.634,31.891
13/04/2015,56.488,28.472,30.003
14/04/2015,28.207,12.723,11.447
15/04/2015,19.363,9.222,9.058
16/04/2015,17.435,7.878,9.058
17/04/2015,14.854,6.577,6.904
18/04/2015,12.382,5.683,5.825
19/04/2015,11.06,5.155,5.256
20/04/2015,10.284,4.851,5.172
21/04/2015,10.237,4.677,5.004
22/04/2015,9.401,4.411,4.518
23/04/2015,8.821,4.245,4.246
24/04/2015,8.69,4.128,4.02
25/04/2015,8.821,4.977,4.323
26/04/2015,11.813,8.004,4.401
27/04/2015,11.358,6.899,3.983
28/04/2015,9.907,7.048,4.677
29/04/2015,41.185,25.738,21.353
30/04/2015,64.71,48.906,20.75
01/05/2015,37.007,19.824,13.84
02/05/2015,19.828,10.269,7.709
03/05/2015,179.583,97.472,88.597
04/05/2015,155.256,68.827,40.992
05/05/2015,113.09,63.5,43.948
06/05/2015,109.333,56.42,51.592
07/05/2015,96.475,40.862,52.546
08/05/2015,42.464,17.214,16.924
09/05/2015,299.84,132.299,154.374
10/05/2015,158.645,69.362,46.106
11/05/2015,131.432,56.177,72.206
12/05/2015,88.317,49.741,36.524
13/05/2015,67.832,39.691,21.44
14/05/2015,43.161,28.647,12.35
15/05/2015,34.646,25.849,9.341
16/05/2015,31.766,24.42,10.158
17/05/2015,31.511,24.15,9.115
18/05/2015,44.167,27.776,21.007
19/05/2015,45.39,31.461,26.597
20/05/2015,58.929,32.946,28.878
21/05/2015,38.03,26.072,10.64
22/05/2015,29.097,23.083,7.201
23/05/2015,26.705,22.402,6.236
24/05/2015,24.867,21.833,5.515
25/05/2015,24.27,21.424,5.299
26/05/2015,17.939,14.61,4.799
27/05/2015,17.062,14.908,4.44
28/05/2015,33.234,18.331,18.584
29/05/2015,32.712,19.191,16.011
30/05/2015,33.321,19.191,14.833
31/05/2015,19.561,11.483,14.546
01/06/2015,24.792,11.37,15.05
02/06/2015,77.116,16.219,74.426
03/06/2015,31.511,13.002,17.784
04/06/2015,22.096,9.704,10.457
05/06/2015,14.454,6.606,6.953
06/06/2015,10.912,5.602,5.603
07/06/2015,9.722,5.053,4.758
08/06/2015,8.516,4.751,4.246
09/06/2015,8.603,4.628,3.983
10/06/2015,8.387,4.483,3.764
11/06/2015,8.473,5.469,3.482
12/06/2015,7.841,5.233,3.211
13/06/2015,7.595,5.207,2.984
14/06/2015,8.646,5.495,3.983
15/06/2015,8.821,5.442,3.983
16/06/2015,8.43,5.311,3.414
17/06/2015,7.758,5.311,3.448
18/06/2015,9.311,5.233,5.046
19/06/2015,8.559,5.078,3.693
20/06/2015,7.676,5.027,3.245
21/06/2015,7.882,5.285,3.909
22/06/2015,8.559,5.683,3.873
23/06/2015,9.447,5.629,4.597
24/06/2015,8.69,5.549,3.983
25/06/2015,8.133,5.259,3.178
26/06/2015,7.717,5.311,2.984
27/06/2015,7.554,5.337,2.826
28/06/2015,7.353,5.233,2.643
29/06/2015,6.998,5.363,2.524
30/06/2015,7.076,5.311,2.351
01/07/2015,6.92,5.027,2.212
02/07/2015,6.539,4.926,2.13
03/07/2015,6.652,4.926,2.103
04/07/2015,8.387,6.15,2.734
05/07/2015,15.377,6.694,2.643
06/07/2015,15.909,13.981,2.673
07/07/2015,10.961,7.878,2.437
08/07/2015,11.06,7.442,15.343
09/07/2015,25.854,8.39,17.079
10/07/2015,17.062,7.32,7.761
11/07/2015,10.912,6.206,4.401
12/07/2015,8.777,9.256,3.728
13/07/2015,12.33,9.358,4.558
14/07/2015,12.277,8.39,5.385
15/07/2015,12.225,8.068,4.88
16/07/2015,8.865,14.526,3.414
17/07/2015,56.834,63.329,3.146
18/07/2015,47.363,35.624,3.278
19/07/2015,20.298,19.579,5.172
20/07/2015,20.434,15.732,7.97
21/07/2015,14.228,9.256,4.677
22/07/2015,9.676,6.959,5.172
23/07/2015,9.907,6.234,4.839
24/07/2015,7.076,4.579,3.517
25/07/2015,14.398,14.483,2.826
26/07/2015,15.027,14.908,2.643
27/07/2015,37.099,41.908,6.471
28/07/2015,131.076,62.646,76.199
29/07/2015,118.763,54.414,53.025
30/07/2015,52.649,21.424,29.387
31/07/2015,32.972,13.815,14.833
01/08/2015,46.319,15.953,40.992
02/08/2015,35.364,18.568,15.564
03/08/2015,24.048,18.143,8.451
04/08/2015,21.605,16.443,6.329
05/08/2015,18.839,15.383,6.758
06/08/2015,19.297,14.866,6.566
07/08/2015,16.816,14.738,4.799
08/08/2015,15.909,14.399,4.17
09/08/2015,15.027,14.106,3.517
10/08/2015,14.797,14.231,3.113
11/08/2015,14.454,13.857,2.889
12/08/2015,13.948,13.692,2.764
13/08/2015,13.727,13.774,2.583
14/08/2015,161.244,72.889,93.597
15/08/2015,157.421,67.586,58.912
16/08/2015,46.631,26.016,14.761
17/08/2015,25.018,18.331,7.555
18/08/2015,18.904,16.041,5.342
19/08/2015,9.676,5.233,4.921
20/08/2015,8.777,5.285,4.558
21/08/2015,9.221,5.207,4.637
22/08/2015,8.603,4.776,4.758
23/08/2015,23.753,17.768,8.129
24/08/2015,53.876,18.521,47.661
25/08/2015,29.67,17.722,10.762
26/08/2015,20.029,11.749,6.855
27/08/2015,10.961,5.155,6.423
28/08/2015,9.63,4.531,5.78
29/08/2015,11.06,5.027,8.78
30/08/2015,12.858,4.851,7.918
31/08/2015,9.042,14.147,5.046
01/09/2015,16.693,14.231,5.004
02/09/2015,16.45,13.981,4.479
03/09/2015,15.494,13.815,4.132
04/09/2015,15.26,13.692,4.02
05/09/2015,14.228,13.733,3.728
06/09/2015,14.511,13.569,3.448
07/09/2015,13.561,13.487,2.952
08/09/2015,13.837,13.487,2.643
09/09/2015,12.804,9.634,2.466
10/09/2015,5.291,3.294,2.323
11/09/2015,5.025,3.211,2.239
12/09/2015,6.805,5.469,2.673
13/09/2015,14.454,6.433,10.277
14/09/2015,10.048,15.339,4.597
15/09/2015,15.201,14.023,3.379
16/09/2015,15.143,13.939,3.379
17/09/2015,14.854,13.857,3.08
18/09/2015,9.861,5.575,3.113
19/09/2015,7.194,5.233,3.517
20/09/2015,7.273,5.078,2.795
21/09/2015,7.273,5.442,2.583
22/09/2015,8.603,5.791,4.558
23/09/2015,8.516,5.629,3.345
24/09/2015,16.028,16.849,6.613
25/09/2015,23.974,15.47,11.447
26/09/2015,23.827,14.994,9.341
27/09/2015,17.876,14.273,4.839
28/09/2015,8.091,4.555,3.482
29/09/2015,5.599,13.61,2.826
30/09/2015,13.126,13.651,2.466
01/10/2015,13.072,13.61,2.239
02/10/2015,12.858,13.569,2.077
03/10/2015,10.332,5.311,1.998
04/10/2015,6.464,5.002,1.946
05/10/2015,6.614,5.233,1.998
06/10/2015,8.646,18.616,3.08
07/10/2015,67.076,34.528,40.63
08/10/2015,61.544,32.075,20.921
09/10/2015,28.127,19.775,7.453
10/10/2015,19.561,16.758,4.963
11/10/2015,16.816,11.22,3.8
12/10/2015,7.758,4.977,3.178
13/10/2015,7.758,15.426,2.857
14/10/2015,15.909,15.383,2.643
15/10/2015,15.553,14.823,2.437
16/10/2015,14.797,14.526,2.323
17/10/2015,12.122,5.549,2.239
18/10/2015,5.124,4.013,2.212
19/10/2015,13.397,14.147,2.13
20/10/2015,14.625,14.357,2.13
21/10/2015,14.682,15.953,7.051
22/10/2015,19.828,16.532,6.855
23/10/2015,10.717,7.627,4.677
24/10/2015,8.909,6.433,3.211
25/10/2015,10.668,6.291,6.144
26/10/2015,9.492,6.319,4.362
27/10/2015,8.516,6.039,3.211
28/10/2015,8.217,19.336,37.791
29/10/2015,51.986,31.522,37.212
30/10/2015,74.97,44.256,34.833
31/10/2015,77.386,43.466,27.577
01/11/2015,43.462,25.13,13.771
02/11/2015,24.567,14.483,8.076
03/11/2015,16.632,10.923,6.006
04/11/2015,13.234,12.486,6.423
05/11/2015,30.167,26.465,6.518
06/11/2015,32.28,26.24,8.615
07/11/2015,208.274,88.029,108.19
08/11/2015,379.981,168.606,262.545
09/11/2015,406.732,168.742,171.979
10/11/2015,246.081,103.554,94.768
11/11/2015,404.792,105.948,294.398
12/11/2015,303.384,93.31,122.949
13/11/2015,223.478,118.312,96.469
14/11/2015,144.206,54.892,63.947
